"SAMPLEID","STATIONID","COLLDATE","LAT","LONG","Elevation","BFIWs","SWs","KffactWs","PrecipWs","TmaxWs","TmeanWs","RckDepWs","INDEX_REGION","INDEX_NAME","ni_total","pt_H_WDEQ_34","WA_Salinity_USGS","nt_Diatas_TN_2","pt_T_WDEQ_12","pt_T_WDEQ_56","pt_O_WDEQ_4","BC_12.pa","pt_H_WDEQ_34_RFadj","pt_T_WDEQ_56_RFadj","nt_Diatas_TN_2_RFadj","pt_T_WDEQ_12_RFadj","WA_Salinity_USGS_std","pt_O_WDEQ_4_std","pt_H_WDEQ_34_RFadj_std","pt_T_WDEQ_56_RFadj_std","pt_T_WDEQ_12_RFadj_std","nt_Diatas_TN_2_RFadj_std","BC_12.pa_std","Index_Score"
"158","WB0286","2007-08-29",41.390958,-107.076678,7380,61.28810764,0.168414951,0.280760004,556.3181003,11.78051335,4.797408778,100.5534096,"Statewide","WY_DiatomIBI_2022",497,25,1.95975855130785,4,1.5625,53.125,7.8125,0.152917505030181,18.8372482688323,46.9622482688323,-2.16275173116767,-4.60025173116767,22.0907222245638,50.3260334596191,0,0,20.9178940336528,27.5883933225951,20.4071293759938,20.1900246309178
"159","SR8","2007-09-06",41.242669,-106.454775,8017,55.2111237,0.046900159,0.261483391,1005.828158,7.759767133,1.223301778,116.6371861,"Statewide","WY_DiatomIBI_2022",633,6.89655172413793,1.86255924170616,5,10.3448275862069,27.5862068965517,3.44827586206897,0.454976303317536,-6.13151166572384,14.55814350669,-8.02806338986177,-2.68323580365487,31.0036762130324,78.0749389063146,100,12.7569831585848,37.5116183098472,0,71.2187444478044,47.2237087193691
"160","SR0055","2007-09-10",41.9261628,-105.4163681,6435,54.14974556,0.186075595,0.270532689,431.2333932,11.43128829,4.294631007,120.1744472,"Statewide","WY_DiatomIBI_2022",349,18.4210526315789,1.6647564469914,4,0,55.2631578947368,7.89473684210526,0.0945558739255014,13.6208428394192,50.4629481025771,-0.800209792159766,-4.80020979215977,49.1417392847534,49.8031496012993,11.0728293629386,0,19.1870534687492,49.1520075264363,10.589674127321,26.9923504816425
"161","WB0287","2007-09-11",42.239104,-106.6992402,6800,50.5688982,0.149668875,0.281439816,522.0734575,10.96789407,4.58168332,88.23714119,"Statewide","WY_DiatomIBI_2022",696,22.5,1.30172413793103,3,0,57.5,10,0.375,19.9747651552327,54.9747651552327,0.474765155232666,-2.52523484476733,82.4309702498922,36.4173228283124,0,0,38.8792774458649,69.3297848836246,57.7653202731803,40.6889536686963
"162","WHP0044","2007-09-18",41.473,-104.712,5600,57.54148129,0.099373704,0.274951992,442.2552737,13.50910885,6.559091459,101.7287976,"Statewide","WY_DiatomIBI_2022",606,17.0212765957447,1.78382838283828,7,14.8936170212766,38.2978723404255,4.25531914893617,0.298679867986799,5.11224107224892,26.3888368169298,-4.90903552349577,2.98458149778083,38.2231155839251,72.9435416290691,52.2689646231854,0,86.57234660014,0,44.9269285690745,42.1335567150563
"163","SR29","2007-09-19",41.213,-106.291925,9640,54.28437825,0.033879668,0.25,928.4183804,7.848447436,1.317900577,119.73,"Statewide","WY_DiatomIBI_2022",449,9.09090909090909,1.97995545657016,6,15.9090909090909,31.8181818181818,4.54545454545455,0.207126948775056,-7.18876033880216,15.5385123884706,-10.2796694297113,-0.370578520620343,20.2387122869408,71.0987831037784,100,9.12886093547747,57.5300212606239,0,29.526113509014,41.0746415851192
"164","SR28","2007-09-20",41.2139083,-106.2705667,9430,54.28437825,0.033879668,0.25,928.4183804,7.848447436,1.317900577,119.73,"Statewide","WY_DiatomIBI_2022",508,11.3636363636364,1.87795275590551,5,9.09090909090909,34.0909090909091,9.09090909090909,0.242125984251969,-4.55559151470178,18.1716812125709,-10.9192278783381,-6.82831878742905,29.592126230405,42.1975662075568,99.0777529322308,0,1.63170560409575,0,35.4135682980175,29.7018170389008
"165","SRI14","2007-09-25",41.0755951,-106.3029144,8240,54.22541676,0.043481654,0.25265897,707.6084518,8.757716993,1.832962314,119.1408669,"Statewide","WY_DiatomIBI_2022",610,17.2413793103448,1.9344262295082,7,17.2413793103448,39.6551724137931,10.3448275862069,0.149180327868852,2.70411208016427,25.1179051836125,-7.53726723018056,2.70411208016427,24.4136380924503,34.2248167189439,63.9284135428442,0,84.1445982872335,0,19.7784702922218,32.355705276242
"166","SRI11","2007-09-26",41.1313157,-106.4256477,7640,54.32340727,0.041532971,0.252213411,654.2760517,9.167267267,2.156989145,118.8292696,"Statewide","WY_DiatomIBI_2022",761,18.4210526315789,1.84625492772668,6,5.26315789473684,39.4736842105263,5.26315789473684,0.444152431011827,12.4054172925702,33.4580488715175,-0.0156353390087931,-0.752477444271951,32.4987444486835,66.5354330675329,16.9575606733104,0,54.2242973229662,61.5686974921454,69.3979783045818,43.0261016156029
"167","SR12","2007-09-27",41.1396706,-106.4465336,7380,56.84641547,0.38265021,0.242134395,625.5908094,9.985089889,2.466832453,135.1530002,"Statewide","WY_DiatomIBI_2022",636,13.1578947368421,1.34433962264151,5,2.63157894736842,42.1052631578947,5.26315789473684,0.666666666666667,8.45749440842484,37.4048628294775,0.299599671582734,-2.06882138104884,78.523227942079,66.5354330675329,36.0722365722112,0,42.830000579769,66.5576126640989,100,55.7883586893844
"168","WHP13","2007-10-03",41.1357694,-104.8428611,6120,56.71173632,0.086806692,0.261533433,447.8524004,13.20210848,6.281897765,89.95138931,"Statewide","WY_DiatomIBI_2022",634,29.5454545454545,1.91640378548896,3,2.27272727272727,68.1818181818182,15.9090909090909,0.0772870662460568,20.9806538589948,59.6170174953584,-5.56480068645975,-6.29207341373248,26.0662549161857,0,0,0,6.2734551836367,0,7.68475623208945,5.71778090455883
"169","WHP0051","2007-10-04",41.1234922,-104.8120844,6030,56.89708121,0.088001675,0.259797802,443.8985931,13.34192212,6.401801199,94.45087672,"Statewide","WY_DiatomIBI_2022",633,37.7777777777778,2.10268562401264,2,2.22222222222222,60,17.7777777777778,0.028436018957346,28.7017565470757,50.9239787692979,-7.07602123070206,-6.85379900847983,8.98463713049641,0,0,0,1.41114835334736,0,0,1.48511221197768
"170","WHP12","2007-10-05",41.122625,-104.7953778,6000,56.89708121,0.088001675,0.259797802,443.8985931,13.34192212,6.401801199,94.45087672,"Statewide","WY_DiatomIBI_2022",608,29.7872340425532,2.01809210526316,3,0,51.063829787234,14.8936170212766,0.0213815789473684,20.6672156344791,41.94381137916,-6.12001840807406,-9.12001840807406,16.7416689800692,5.30239570174193,0,0,0,0,0,3.14915209740159
"171","WHP0047","2007-10-08",41.124972,-104.7812986,5985,56.89708121,0.088001675,0.259797802,443.8985931,13.34192212,6.401801199,94.45087672,"Statewide","WY_DiatomIBI_2022",618,31.25,2.11488673139159,1,0,68.75,31.25,0.00647249190938511,22.1299815919259,59.6299815919259,-8.12001840807406,-9.12001840807406,7.86582353889207,0,0,0,0,0,0,1.12368907698458
"172","WHP0046","2007-10-09",41.1214997,-104.7655795,5970,56.89708121,0.088001675,0.259797802,443.8985931,13.34192212,6.401801199,94.45087672,"Statewide","WY_DiatomIBI_2022",618,32.1428571428571,2.29449838187702,0,0,60.7142857142857,21.4285714285714,0.00809061488673139,23.0228387347831,51.5942673062117,-9.12001840807406,-9.12001840807406,0,0,0,0,0,0,0,0
"173","WHP11","2007-10-10",41.1272389,-104.7053306,5880,57.02172457,0.089020622,0.258039915,440.75468,13.47995351,6.518027011,99.33262583,"Statewide","WY_DiatomIBI_2022",657,34.8837209302326,2.17808219178082,1,0,55.8139534883721,16.2790697674419,0.0943683409436834,25.3418742958554,46.2721068539949,-8.54184663437716,-9.54184663437716,2.07094461395395,0,0,0,0,0,10.5581277736328,1.80415319822668
"174","WHPI11","2007-10-10",41.1292,-104.7049667,5880,57.0997076,0.089796923,0.256656275,438.115163,13.59304643,6.609720487,103.1946529,"Statewide","WY_DiatomIBI_2022",644,26.4705882352941,2.08385093167702,2,0,58.8235294117647,20.5882352941176,0.0667701863354037,17.2073518974885,49.5602930739591,-7.26323633780562,-9.26323633780562,10.7117352638295,0,0,0,0,0,5.91563162189288,2.37533812653177
"175","WB0290","2007-08-22",44.01854,-107.332281,4940,65.94685332,0.225493812,0.278175139,526.7212997,9.704546371,4.0890536,83.5727785,"Statewide","WY_DiatomIBI_2022",613,16.6666666666667,1.93148450244698,3,5.55555555555556,38.8888888888889,5.55555555555556,0.143556280587276,12.3045811793889,34.5268034016111,-1.36208548727781,1.19347006827775,24.6833877239104,64.6762904601736,17.4457793338384,0,71.0684539185199,40.2597522694256,18.8324063893082,33.8522957278823
"176","WB0289","2007-08-23",44.011725,-107.32575,4945,66.07757116,0.186449685,0.27261798,543.6147456,9.171123841,3.645959988,83.21196047,"Statewide","WY_DiatomIBI_2022",621,14.6341463414634,1.96618357487923,4,2.4390243902439,43.9024390243902,9.75609756097561,0.199677938808374,10.0995707643822,39.3678634473091,-0.534575577081172,-2.09555118683727,21.5015622840127,37.9681198324999,28.1217881297085,0,42.5986269011033,53.3559395811558,28.273058708958,30.2598707767769
"177","WB0288","2007-08-23",44.010316,-107.324163,4950,66.07757116,0.186449685,0.27261798,543.6147456,9.171123841,3.645959988,83.21196047,"Statewide","WY_DiatomIBI_2022",618,14.8148148148148,1.97572815533981,4,3.7037037037037,48.1481481481481,7.40740740740741,0.585760517799353,10.2802392377336,43.613572571067,-0.534575577081172,-0.830871873377468,20.6263461242171,52.9017206135648,27.2470447736186,0,53.545713737563,53.3559395811558,93.2189550074629,42.9851028339403
"178","MRC0114","2007-08-29",44.854944,-107.460383,7605,69.60934343,0.131452561,0.25,633.6463307,8.381085678,2.505610088,68.3,"Statewide","WY_DiatomIBI_2022",634,11.5384615384615,1.93533123028391,4,3.84615384615385,46.1538461538462,11.5384615384615,0.648264984227129,8.05742306982234,42.672807685207,0.518961531360799,0.365115377514646,24.3306515948452,26.6353724942067,38.0092637630251,0,63.8982008475143,70.0292375586218,100,46.1289608940304
"179","MRC0115","2007-08-30",44.320067,-106.89985,6858,62.06502525,0.013417746,0.186330938,735.7788595,6.553326945,0.596053623,104.7101542,"Statewide","WY_DiatomIBI_2022",574,13.2075471698113,1.91463414634146,9,11.3207547169811,37.7358490566038,9.43396226415094,0.207317073170732,-2.30876165136858,22.2195402354239,-6.5163088211799,-4.19555410419877,26.228526771433,40.0163422908608,88.1992667262158,0,24.4209639564285,0,29.5580957841989,29.7747422184481
"180","MRW69","2007-09-04",44.4730556,-109.8963889,6550,68,0.01875487,0.25,800.1126482,6.511181111,0.805765722,123.37,"Statewide","WY_DiatomIBI_2022",633,15.5555555555556,1.89889415481833,7,11.1111111111111,35.5555555555556,8.88888888888889,0.262243285939968,4.69857838869856,24.6985783886986,-3.856977166857,0.254133944254113,27.6718479308065,43.4820647362777,54.2717970896677,0,62.9375435692561,0.775549898384261,38.7976531035252,32.5623509039882
"181","MRW18","2007-09-05",44.5131389,-109.9732806,6760,71.56507553,0.024918732,0.219161409,835.0007709,7.023483983,0.789642151,118.8130569,"Statewide","WY_DiatomIBI_2022",626,12.5,2.06070287539936,8,10,40,7.5,0.178913738019169,2.56023005794929,30.0602300579493,-1.93976994205071,0.0602300579492869,12.8343589879147,52.3129921212343,64.6250477738123,0,61.2591080491092,31.1173072865214,24.7801540700038,35.2755668983708
"182","MRW67","2007-09-10",44.495,-109.9330556,6660,68.68754085,0.019130274,0.21958523,912.670468,6.338928125,0.474092828,116.5576791,"Statewide","WY_DiatomIBI_2022",618,17.5,1.61165048543689,10,12.5,37.5,5,0.255663430420712,6.098482784766,26.098482784766,-1.401517215234,1.098482784766,54.0114342834977,68.2086614141562,47.4938737093156,0,70.2462422875588,39.635705005488,37.6908054044407,45.326674586351
"183","MRW45","2007-09-11",44.4777667,-110.0355917,7120,71.37518013,0.026497806,0.212069572,865.3615367,6.969219095,0.695562445,117.1901298,"Statewide","WY_DiatomIBI_2022",623,21.0526315789474,1.77367576243981,6,7.89473684210526,47.3684210526316,10.5263157894737,0.256821829855538,12.7664141790582,39.0822036527425,-2.28621739988913,-0.391480557783864,39.1540876128914,33.0708661350657,15.2097204321944,0,57.3490928517754,25.6344233408216,37.8856686115894,29.7576941406197
"184","MRE1","2007-09-17",44.505,-104.4324111,5720,75,0.060819161,0.3,695.601867,11.21396071,5.769583741,135.46,"Statewide","WY_DiatomIBI_2022",621,13.953488372093,1.54428341384863,2,11.6279069767442,48.8372093023256,11.6279069767442,0.0950080515297907,6.47034160863573,41.3540625388683,-5.48314676345729,4.1447602132869,60.1888403974361,26.0666544515261,45.6934431773612,0,96.6148743850786,0,10.6657383721088,34.1756501119301
"185","MRE0023","2007-09-18",44.5608,-104.257,4038,74.09782288,3.114201912,0.300944264,575.9306259,13.4215766,6.658287908,122.3153555,"Statewide","WY_DiatomIBI_2022",615,15.3846153846154,1.7869918699187,2,2.56410256410256,53.8461538461538,12.8205128205128,0.144715447154472,9.14674303138058,47.608281492919,-4.23787235323481,-3.67376978913225,37.9330310667983,18.4837472157852,32.7350984293989,0,28.9375383529128,0,19.0273986416459,19.5881162437916
"186","MRE7","2007-09-18",44.5441667,-104.4127778,4830,74.93073288,1.6984216,0.3,650.3262248,12.10510138,6.351118433,135.46,"Statewide","WY_DiatomIBI_2022",618,5.88235294117647,1.71521035598706,4,5.88235294117647,52.9411764705882,8.82352941176471,0.163430420711974,-0.0321484811785391,47.0266750482332,-1.91450142235501,-0.0321484811785391,44.5152314293023,43.8976377896874,77.1765785500832,0,60.4594777563585,31.5172073517018,22.175587133008,39.9631028585916
"187","MREI1","2007-09-19",44.5072222,-104.4205556,5620,75,0.060819161,0.3,695.601867,11.21396071,5.769583741,135.46,"Statewide","WY_DiatomIBI_2022",618,9.30232558139535,1.9546925566343,6,6.97674418604651,48.8372093023256,9.30232558139535,0.0711974110032362,1.75343273891289,41.2883164598431,-1.54889284248246,-0.572148656435946,22.5552623289755,40.8533235612209,68.5313219645812,0,55.7852265471137,37.3033355729927,6.66036886157535,33.0984055480656
"188","MRE11","2007-09-25",44.2527778,-104.1783333,5420,80.35833456,0.937946672,0.348680627,630.0756632,11.15874568,4.131776039,131.8036748,"Statewide","WY_DiatomIBI_2022",621,13.3333333333333,1.84057971014493,5,0,43.3333333333333,6.66666666666667,0.185185185185185,10.60973738079,40.60973738079,2.27640404745663,-2.72359595254337,33.0191488979327,57.6115485522083,25.6517121395632,0,37.1622601366625,97.8425556793925,25.8351220469327,39.588906778956
"189","MRE0024","2007-09-25",44.211,-104.156,5641,80.4538,0.761215694,0.348212873,639.1781555,10.9873044,4.007974141,131.8201806,"Statewide","WY_DiatomIBI_2022",623,9.30232558139535,1.90369181380417,3,4.65116279069767,44.1860465116279,4.65116279069767,0.0914927768860353,6.07743037634495,40.9611513065775,-0.224895205050403,1.42626758564727,27.2319135941486,70.4266617806104,47.5958032493975,0,73.0835534072469,58.2569469393849,10.074407203863,40.9527551678073
"190","NGP0211","2007-09-26",43.641322,-104.135339,3894,78.28855449,1.100095825,0.312074326,535.1783025,12.84158195,5.792126389,118.9556767,"Statewide","WY_DiatomIBI_2022",141,51.2820512820513,1.95744680851064,3,0,61.5384615384615,2.56410256410256,0.0709219858156028,46.3666006587283,56.6230109151385,-1.915450623323,-4.915450623323,22.3027037424278,83.696749443157,0,0,18.1895267657952,31.5021852794341,6.61403748935756,23.1864575314531
"191","WB0230","2007-10-09",44.499,-108.442,4441,64.55709862,0.338283787,0.287186345,240.0266749,14.28998453,6.96112498,99.77243381,"Statewide","WY_DiatomIBI_2022",365,50,2.2,4,0,50,6.66666666666667,0.0410958904109589,42.2267594342866,42.2267594342866,-3.77324056571336,-7.77324056571336,0.0611318181002382,57.6115485522083,0,0,0,2.10076691380852,1.59676241778647,8.76717281455764
"192","MRC24","2007-10-10",44.846625,-107.3306833,4120,65.70630017,0.088220298,0.251454948,701.1051135,7.408912695,1.58031856,82.27952561,"Statewide","WY_DiatomIBI_2022",626,15.625,1.61501597444089,7,3.125,37.5,3.125,0.348242811501597,10.5702684566526,32.4452684566526,1.94526845665263,-1.92973154334737,53.7028266528028,80.1304133838476,25.8428090062202,0,44.033964711373,92.6019976276839,53.2642894470849,49.9394715470018
"193","MRC18","2007-10-17",44.9868833,-107.6386806,4520,71.54604157,0.145323804,0.268052182,664.4935357,8.228576125,2.499748544,69.81364707,"Statewide","WY_DiatomIBI_2022",662,18.1818181818182,1.91389728096677,4,0,63.6363636363636,0,0.0589123867069486,16.8655157588923,62.3200612134377,2.6836975770741,-1.3163024229259,26.2960956379946,100,0,0,49.3438181879004,100,4.59381119389579,40.0333892885416
"194","WB0292","2007-10-24",44.701114,-108.980086,4818,69,0.122917685,0.27502026,277.5274557,13.71933087,6.686212437,119.5526178,"Statewide","WY_DiatomIBI_2022",644,20.8333333333333,1.6723602484472,4,0,58.3333333333333,0,0.243788819875776,14.8889153030576,52.3889153030576,-1.94441803027575,-5.94441803027575,48.444488113004,100,4.93319723990226,0,9.28276642274593,31.0437465553611,35.6932865652015,32.7710692708878
"195","MRE13","2007-10-30",44.4130556,-104.0958333,5020,78.17871565,0.326721269,0.3,672.7236053,12.16598787,6.13013775,135.46,"Statewide","WY_DiatomIBI_2022",648,11.9047619047619,1.89660493827161,7,7.14285714285714,42.8571428571429,2.38095238095238,0.114197530864198,6.00923766998596,36.9616186223669,1.10447576522406,1.2473329080812,27.8817638431126,84.8612673400744,47.9259721810034,0,71.5346916266181,79.2955967718127,13.8937471005311,46.4847198375932
"196","MRWI41","2007-09-25",42.5725,-109.2911111,7806,59.86806308,0.033729522,0.19369073,685.8253961,7.635434326,1.01683594,148.1139577,"Statewide","WY_DiatomIBI_2022",622,16,1.12700964630225,11,16,34,6,0.498392282958199,-2.63613309843342,15.3638669015666,-7.63613309843342,-2.63613309843342,98.4518888282996,61.8503936969875,89.7843025267702,9.7751841552138,37.9193401716691,0,78.5220776331809,53.7575981445887
"197","WB47","2007-10-01",42.1916333,-110.9078722,6560,73.87738252,1.861100175,0.17958347,630.5843866,10.93486203,3.759596918,102.6760048,"Statewide","WY_DiatomIBI_2022",472,25.7142857142857,1.41101694915254,4,0,48.5714285714286,8.57142857142857,0.703389830508475,19.9091432853637,42.7662861425065,-1.80514242892203,-5.80514242892203,72.409069871386,45.5005624242678,0,0,10.4883385278579,33.2479248265902,100,37.3779850928717
"198","MRW0161","2007-10-02",42.2063778,-110.9396472,6765,73.98543401,2.140045695,0.185833086,682.346111,10.561305,3.6241539,103.0534349,"Statewide","WY_DiatomIBI_2022",445,21.6216216216216,1.86966292134831,7,8.10810810810811,48.6486486486486,10.8108108108108,0.339325842696629,14.6834047252147,41.7104317522417,0.0617831035930365,1.16989121170115,30.3522850657208,31.2619706252026,5.92821872450094,0,70.8643549127867,62.7939232123486,51.764298090785,36.1378643759064
"199","MRW0140","2007-10-08",43.608875,-109.8189472,7510,67.66257239,0.1758347,0.255711335,420.7244569,9.020111654,1.533639012,130.0879097,"Statewide","WY_DiatomIBI_2022",282,26.530612244898,1.94326241134752,5,2.04081632653061,53.0612244897959,10.2040816326531,0.102836879432624,21.1328731701252,47.6634854150231,-0.397739074772787,-3.35692274824217,23.6033804631487,35.1197171717474,0,0,31.6801720258001,55.5215166252866,11.9826852450941,22.5582102187253
"200","MRW0160","2007-10-10",43.6148306,-109.8308167,7658,67.66257239,0.1758347,0.255711335,420.7244569,9.020111654,1.533639012,130.0879097,"Statewide","WY_DiatomIBI_2022",629,23.2558139534884,2.15739268680445,4,6.97674418604651,46.5116279069767,9.30232558139535,0.119236883942766,17.5044236178505,40.7602375713389,-1.75139033563786,1.22535385040865,3.96812481671722,40.8533235612209,0,0,71.3444405089125,34.0986064599737,14.7414551305273,23.5722786396216
"201","MRW10","2007-08-29",43.5583333,-110.4055556,7240,71.0837607,0.207702446,0.15000308,798.5226553,6.712728401,0.430850643,97.79,"Statewide","WY_DiatomIBI_2022",626,7.89473684210526,1.76198083067093,8,10.5263157894737,31.5789473684211,2.63157894736842,0.452076677316294,-2.37800225581559,21.3062082705002,-2.27273909792085,0.253576691552832,40.2264860607967,83.2677165337664,88.5345092706849,0,62.9327199798719,25.8477311997917,70.7309762349177,53.0771627542613
"202","WB0296","2007-09-18",41.7621444,-110.4205583,6736,69.70213683,0.4573771,0.268241661,535.5119483,10.17539896,3.134602459,112.9298455,"Statewide","WY_DiatomIBI_2022",612,17.4603174603175,1.99183006535948,5,1.58730158730159,52.3809523809524,6.34920634920635,0.359477124183007,11.3207803706317,46.2414152912666,-1.13953708968576,-4.55223550238418,19.1498378679352,59.6300462401984,22.2090521130484,0,21.333523371824,43.7818073709751,55.1540988974327,31.608337980202
"203","WB0294","2007-07-16",41.1447361,-110.5678583,7970,56.90116722,0.02,0.292036822,514.9705041,10.9517776,3.381901262,141.9345285,"Statewide","WY_DiatomIBI_2022",688,19.5121951219512,1.9796511627907,2,4.8780487804878,43.9024390243902,14.6341463414634,0.271802325581395,9.42691996438263,33.8171638668217,-8.08527515756859,-5.20722637708078,20.2666153293225,6.9521797487499,31.3785645188229,0,15.663910604318,0,40.4056520940207,16.3809888993192
"204","WB0295","2007-07-18",42.881397,-109.9577916,7215,61.07467101,0.06318439,0.220500084,522.8312481,8.915283022,1.197163488,140.1168486,"Statewide","WY_DiatomIBI_2022",624,25.9259259259259,1.96714743589744,8,0,50,11.1111111111111,0.391025641025641,22.8239593049394,46.8980333790135,4.8980333790135,-3.1019666209865,21.4131784370309,29.3525809203472,0,0,33.8870768394164,100,60.4611156206121,35.0162788310581
"205","WB0298","2007-07-24",42.7971444,-108.3437306,5319,62.32594436,0.414231903,0.312412035,302.8917757,13.28536665,6.154502705,112.7349002,"Statewide","WY_DiatomIBI_2022",317,41.0714285714286,1.92429022082019,5,1.78571428571429,50,5.35714285714286,0.261829652996845,34.3037125414673,43.2322839700387,-1.76771602996128,-4.982001744247,25.3430868656271,65.9378515151674,0,0,17.6134590685814,33.8402357163498,38.7280727502756,25.9232437022859
"206","WB92","2007-08-15",42.62335,-108.4977,6030,63.52166172,0.590303217,0.320512908,355.2059383,12.07080727,5.05378261,105.3395843,"Statewide","WY_DiatomIBI_2022",319,25.7142857142857,1.87147335423198,4,1.42857142857143,55.7142857142857,8.57142857142857,0.200626959247649,19.2431910722241,49.2431910722241,-2.47109464206161,-5.04252321349018,30.1862725183334,45.5005624242678,0,0,17.0895841445402,22.7085526493256,28.4327006777705,20.5596674877482
