"SAMPLEID","StationCode","SiteDate","PerSampID","RepNum","taxacount","BC_1.pt","BC_2.pt","BC_3.pt","BC_4.pt","BC_5.pt","TROPHIC_1.pt","TROPHIC_2.pt","TROPHIC_3.pt","TROPHIC_4.pt","TROPHIC_5.pt","TROPHIC_6.pt","TROPHIC_7.pt","SAP_1.pt","SAP_2.pt","SAP_3.pt","SAP_4.pt","SAP_5.pt","PT_1.pt","PT_2.pt","PT_3.pt","PT_4.pt","PT_5.pt","O_1.pt","O_2.pt","O_3.pt","O_4.pt","O_5.pt","SALINITY_1.pt","SALINITY_2.pt","SALINITY_3.pt","SALINITY_4.pt","Bahls_1.pt","Bahls_2.pt","Bahls_3.pt","LOW_P.pt","HIGH_P.pt","LOW_N.pt","HIGH_N.pt","BENTHIC_HABIT.pt","SESTONIC_HABIT.pt","N_FIXER.pt","NON_N_FIXER.pt","NON_MOTILE.pt","WEAKLY_MOTILE.pt","SLIGHTLY_MOTILE.pt","MODERATELY_MOTILE.pt","HIGHLY_MOTILE.pt","VERY_SMALL.pt","SMALL.pt","MEDIUM.pt","BIG.pt","VERY_BIG.pt","ACHNANTHIDIUM.pt","ACHNANTHIDIAE.pt","BACILLARIACEAE.pt","NAVICULA.pt","STALKED.pt","ADNATE.pt","HIGHLY_MOTILE.1.pt","ARAPHID.pt","CENTRIC.pt"
"1008_0","SR0084","SR0084_2016_9_14",1008,0,71,0.0563380281690141,0.253521126760563,0.28169014084507,0.211267605633803,0.112676056338028,0.0140845070422535,0.028169014084507,0.0704225352112676,0.0985915492957746,0.253521126760563,0.028169014084507,0.112676056338028,0.0845070422535211,0.295774647887324,0.154929577464789,0.0845070422535211,0.0140845070422535,0.0563380281690141,0.0704225352112676,0.0140845070422535,0.0845070422535211,0.0422535211267606,0.183098591549296,0.154929577464789,0.154929577464789,0.0422535211267606,0.0140845070422535,0.0563380281690141,0.577464788732394,0.0563380281690141,0,0.0845070422535211,0.169014084507042,0.23943661971831,0.140845070422535,0.169014084507042,0.225352112676056,0.23943661971831,0.929577464788732,0.0563380281690141,0.0422535211267606,0.957746478873239,0.23943661971831,0.028169014084507,0.197183098591549,0.295774647887324,0.23943661971831,0.28169014084507,0.380281690140845,0.0985915492957746,0.0704225352112676,0,0.0422535211267606,0.0845070422535211,0.23943661971831,0.0985915492957746,0.0704225352112676,0.112676056338028,0.464788732394366,0.197183098591549,0.0422535211267606
"1009_0","SR0085","SR0085_2016_9_14",1009,0,81,0.135802469135802,0.185185185185185,0.209876543209877,0.259259259259259,0.111111111111111,0.0246913580246914,0.0493827160493827,0.0617283950617284,0.0987654320987654,0.246913580246914,0.0246913580246914,0.135802469135802,0.123456790123457,0.283950617283951,0.172839506172839,0.0740740740740741,0.0123456790123457,0.037037037037037,0.0740740740740741,0.037037037037037,0.037037037037037,0.0740740740740741,0.185185185185185,0.135802469135802,0.160493827160494,0.0493827160493827,0.0123456790123457,0.0864197530864197,0.580246913580247,0.037037037037037,0.0123456790123457,0.0617283950617284,0.185185185185185,0.271604938271605,0.135802469135802,0.185185185185185,0.234567901234568,0.234567901234568,0.938271604938272,0.0617283950617284,0.037037037037037,0.962962962962963,0.185185185185185,0.0493827160493827,0.185185185185185,0.333333333333333,0.246913580246914,0.234567901234568,0.382716049382716,0.123456790123457,0.0617283950617284,0,0.037037037037037,0.0987654320987654,0.234567901234568,0.135802469135802,0.0617283950617284,0.0987654320987654,0.518518518518518,0.123456790123457,0.0617283950617284
"1010_0","WB0461","WB0461_2016_9_15",1010,0,43,0.0465116279069767,0.232558139534884,0.232558139534884,0.302325581395349,0.116279069767442,0.0232558139534884,0,0.0232558139534884,0.0930232558139535,0.255813953488372,0.0465116279069767,0.186046511627907,0.0465116279069767,0.348837209302326,0.232558139534884,0.0465116279069767,0.0232558139534884,0.0465116279069767,0.116279069767442,0.0232558139534884,0.116279069767442,0.0465116279069767,0.13953488372093,0.162790697674419,0.232558139534884,0.0232558139534884,0,0.0232558139534884,0.697674418604651,0,0,0.0930232558139535,0.209302325581395,0.232558139534884,0.0697674418604651,0.162790697674419,0.209302325581395,0.27906976744186,0.953488372093023,0.0465116279069767,0.0465116279069767,0.953488372093023,0.162790697674419,0.0465116279069767,0.186046511627907,0.395348837209302,0.209302325581395,0.162790697674419,0.372093023255814,0.186046511627907,0.0930232558139535,0,0.0232558139534884,0.0930232558139535,0.209302325581395,0.162790697674419,0.0930232558139535,0.116279069767442,0.511627906976744,0.116279069767442,0.0465116279069767
"1011_0","WB0464","WB0464_2016_10_3",1011,0,59,0.0508474576271186,0.11864406779661,0.254237288135593,0.372881355932203,0.11864406779661,0,0.0169491525423729,0.0338983050847458,0.11864406779661,0.322033898305085,0.0508474576271186,0.0847457627118644,0.0677966101694915,0.305084745762712,0.152542372881356,0.0677966101694915,0.0169491525423729,0.0508474576271186,0.0338983050847458,0.0169491525423729,0.11864406779661,0.0169491525423729,0.11864406779661,0.220338983050847,0.135593220338983,0.0338983050847458,0.0169491525423729,0.0677966101694915,0.508474576271186,0.101694915254237,0.0169491525423729,0.0508474576271186,0.186440677966102,0.254237288135593,0.0677966101694915,0.288135593220339,0.101694915254237,0.372881355932203,0.864406779661017,0.135593220338983,0.0338983050847458,0.966101694915254,0.254237288135593,0.0169491525423729,0.203389830508475,0.322033898305085,0.203389830508475,0.23728813559322,0.457627118644068,0.11864406779661,0.0677966101694915,0,0.0338983050847458,0.11864406779661,0.186440677966102,0.152542372881356,0.135593220338983,0.135593220338983,0.440677966101695,0.11864406779661,0.135593220338983
"1012_0","MRW0208","MRW0208_2016_10_12",1012,0,61,0.0655737704918033,0.147540983606557,0.278688524590164,0.327868852459016,0.0655737704918033,0,0.0163934426229508,0.0655737704918033,0.114754098360656,0.311475409836066,0.0327868852459016,0.131147540983607,0.163934426229508,0.344262295081967,0.131147540983607,0.0819672131147541,0.0163934426229508,0.0655737704918033,0.0655737704918033,0,0.131147540983607,0.0491803278688525,0.147540983606557,0.245901639344262,0.114754098360656,0.0655737704918033,0.0163934426229508,0.0491803278688525,0.60655737704918,0.0983606557377049,0.0163934426229508,0.0819672131147541,0.180327868852459,0.262295081967213,0.0819672131147541,0.180327868852459,0.180327868852459,0.311475409836066,0.950819672131147,0.0327868852459016,0.0327868852459016,0.967213114754098,0.213114754098361,0.0163934426229508,0.213114754098361,0.295081967213115,0.262295081967213,0.245901639344262,0.426229508196721,0.114754098360656,0.0491803278688525,0,0.0491803278688525,0.114754098360656,0.245901639344262,0.147540983606557,0.0655737704918033,0.147540983606557,0.524590163934426,0.180327868852459,0.0327868852459016
"1013_0","MRW0207","MRW0207_2016_10_13",1013,0,46,0.0869565217391304,0.195652173913043,0.304347826086957,0.282608695652174,0.0434782608695652,0.0217391304347826,0.0434782608695652,0.0434782608695652,0.173913043478261,0.304347826086957,0.0217391304347826,0.130434782608696,0.130434782608696,0.369565217391304,0.173913043478261,0.0434782608695652,0,0.0217391304347826,0.0869565217391304,0,0.173913043478261,0.0652173913043478,0.217391304347826,0.217391304347826,0.152173913043478,0.0217391304347826,0,0.0217391304347826,0.695652173913043,0.0869565217391304,0,0.0217391304347826,0.173913043478261,0.304347826086957,0.152173913043478,0.130434782608696,0.260869565217391,0.260869565217391,0.978260869565217,0.0217391304347826,0.0217391304347826,0.978260869565217,0.304347826086957,0.0217391304347826,0.239130434782609,0.282608695652174,0.152173913043478,0.282608695652174,0.456521739130435,0.152173913043478,0.0652173913043478,0,0.0217391304347826,0.0869565217391304,0.130434782608696,0.152173913043478,0.0652173913043478,0.152173913043478,0.369565217391304,0.282608695652174,0.0217391304347826
"1014_0","WB0473","WB0473_2016_7_13",1014,0,57,0.0526315789473684,0.140350877192982,0.228070175438596,0.403508771929825,0.12280701754386,0.0175438596491228,0,0.0350877192982456,0.175438596491228,0.350877192982456,0.0350877192982456,0.12280701754386,0.087719298245614,0.385964912280702,0.175438596491228,0.0701754385964912,0.0175438596491228,0.0526315789473684,0.0526315789473684,0.0175438596491228,0.175438596491228,0.0350877192982456,0.175438596491228,0.245614035087719,0.210526315789474,0.0350877192982456,0.0175438596491228,0.0350877192982456,0.684210526315789,0.12280701754386,0.0175438596491228,0.105263157894737,0.228070175438596,0.263157894736842,0.087719298245614,0.245614035087719,0.12280701754386,0.315789473684211,0.964912280701754,0.0350877192982456,0.0175438596491228,0.982456140350877,0.157894736842105,0.0350877192982456,0.175438596491228,0.385964912280702,0.245614035087719,0.192982456140351,0.43859649122807,0.228070175438596,0.0526315789473684,0,0.0175438596491228,0.0526315789473684,0.175438596491228,0.192982456140351,0.0526315789473684,0.105263157894737,0.614035087719298,0.105263157894737,0.0350877192982456
"1015_0","WB0475","WB0475_2016_7_14",1015,0,62,0.145161290322581,0.161290322580645,0.290322580645161,0.241935483870968,0.112903225806452,0.032258064516129,0.0806451612903226,0.032258064516129,0.129032258064516,0.306451612903226,0.032258064516129,0.129032258064516,0.0967741935483871,0.354838709677419,0.145161290322581,0.0967741935483871,0.0161290322580645,0.0645161290322581,0.0483870967741935,0,0.145161290322581,0.0483870967741935,0.225806451612903,0.225806451612903,0.161290322580645,0.032258064516129,0.0161290322580645,0.0967741935483871,0.629032258064516,0.0967741935483871,0,0.0806451612903226,0.225806451612903,0.241935483870968,0.129032258064516,0.225806451612903,0.17741935483871,0.306451612903226,0.967741935483871,0.032258064516129,0.0645161290322581,0.935483870967742,0.17741935483871,0.0645161290322581,0.209677419354839,0.370967741935484,0.17741935483871,0.258064516129032,0.370967741935484,0.145161290322581,0.0967741935483871,0.0161290322580645,0.032258064516129,0.112903225806452,0.17741935483871,0.0967741935483871,0.0967741935483871,0.145161290322581,0.5,0.129032258064516,0.032258064516129
"1016_0","WB0481","WB0481_2016_7_25",1016,0,57,0.0526315789473684,0.175438596491228,0.228070175438596,0.333333333333333,0.175438596491228,0.0175438596491228,0.0175438596491228,0.0526315789473684,0.140350877192982,0.333333333333333,0.0350877192982456,0.12280701754386,0.0175438596491228,0.368421052631579,0.228070175438596,0.105263157894737,0.0175438596491228,0.087719298245614,0.0701754385964912,0.0350877192982456,0.12280701754386,0.0526315789473684,0.12280701754386,0.228070175438596,0.175438596491228,0.0701754385964912,0.0175438596491228,0.0350877192982456,0.614035087719298,0.12280701754386,0.0350877192982456,0.105263157894737,0.263157894736842,0.210526315789474,0.105263157894737,0.245614035087719,0.175438596491228,0.368421052631579,0.929824561403509,0.0526315789473684,0.0175438596491228,0.964912280701754,0.210526315789474,0.0350877192982456,0.157894736842105,0.43859649122807,0.157894736842105,0.228070175438596,0.43859649122807,0.175438596491228,0.087719298245614,0,0.0350877192982456,0.0701754385964912,0.140350877192982,0.228070175438596,0.0701754385964912,0.105263157894737,0.526315789473684,0.175438596491228,0.0350877192982456
"1017_0","WB0470","WB0470_2016_7_26",1017,0,44,0.136363636363636,0.113636363636364,0.272727272727273,0.340909090909091,0.113636363636364,0,0.0909090909090909,0.0681818181818182,0.0454545454545455,0.340909090909091,0.0681818181818182,0.0909090909090909,0.0909090909090909,0.25,0.181818181818182,0.0681818181818182,0.0454545454545455,0.0681818181818182,0.0681818181818182,0,0.181818181818182,0.0227272727272727,0.113636363636364,0.204545454545455,0.159090909090909,0.0454545454545455,0,0.0909090909090909,0.522727272727273,0.136363636363636,0.0227272727272727,0.0681818181818182,0.227272727272727,0.272727272727273,0.0681818181818182,0.272727272727273,0.136363636363636,0.386363636363636,1,0,0.0454545454545455,0.954545454545455,0.0681818181818182,0.0454545454545455,0.204545454545455,0.454545454545455,0.227272727272727,0.227272727272727,0.409090909090909,0.227272727272727,0.0454545454545455,0,0.0227272727272727,0.113636363636364,0.181818181818182,0.181818181818182,0.0909090909090909,0.136363636363636,0.590909090909091,0.0681818181818182,0
"1018_0","WB0479","WB0479_2016_7_27",1018,0,40,0.15,0.075,0.275,0.275,0.1,0,0.075,0,0.175,0.3,0.025,0.1,0.075,0.325,0.1,0.075,0.025,0.05,0.025,0.025,0.15,0.05,0.15,0.225,0.075,0.025,0.025,0.075,0.575,0.1,0,0.05,0.1,0.225,0.05,0.2,0.125,0.35,0.95,0.025,0.05,0.95,0.25,0.025,0.25,0.275,0.2,0.35,0.35,0.1,0.05,0,0,0.15,0.2,0.05,0.125,0.175,0.4,0.225,0.025
"1019_0","WB0467","WB0467_2016_8_1",1019,0,58,0.103448275862069,0.206896551724138,0.241379310344828,0.275862068965517,0.120689655172414,0.0517241379310345,0.0517241379310345,0.0862068965517241,0.120689655172414,0.224137931034483,0.0344827586206897,0.137931034482759,0.189655172413793,0.241379310344828,0.189655172413793,0.0862068965517241,0.0172413793103448,0.0689655172413793,0.0862068965517241,0.0344827586206897,0.0689655172413793,0.0344827586206897,0.275862068965517,0.120689655172414,0.189655172413793,0.0344827586206897,0.0172413793103448,0.137931034482759,0.517241379310345,0.103448275862069,0.0172413793103448,0.0862068965517241,0.172413793103448,0.224137931034483,0.0689655172413793,0.189655172413793,0.189655172413793,0.275862068965517,0.948275862068966,0.0344827586206897,0.0172413793103448,0.982758620689655,0.189655172413793,0.0517241379310345,0.189655172413793,0.344827586206897,0.224137931034483,0.293103448275862,0.396551724137931,0.137931034482759,0.0344827586206897,0,0.0517241379310345,0.137931034482759,0.206896551724138,0.0689655172413793,0.0517241379310345,0.120689655172414,0.5,0.155172413793103,0.0344827586206897
"1020_0","WB0476","WB0476_2016_8_2",1020,0,64,0.1875,0.234375,0.1875,0.25,0.078125,0.0625,0.0625,0.03125,0.15625,0.203125,0.03125,0.125,0.109375,0.296875,0.09375,0.0625,0.015625,0.046875,0.03125,0.015625,0.09375,0.046875,0.203125,0.15625,0.09375,0.03125,0.015625,0.109375,0.5625,0.0625,0,0.0625,0.140625,0.203125,0.109375,0.171875,0.203125,0.25,0.953125,0.03125,0.0625,0.9375,0.171875,0.03125,0.265625,0.375,0.15625,0.296875,0.390625,0.1875,0.0625,0,0.03125,0.171875,0.140625,0.109375,0.09375,0.171875,0.421875,0.140625,0.03125
"1020_1","WB0476","WB0476_2016_8_2_Rep",1020,1,57,0.140350877192982,0.192982456140351,0.245614035087719,0.245614035087719,0.12280701754386,0.0350877192982456,0.0350877192982456,0.0526315789473684,0.140350877192982,0.263157894736842,0.0350877192982456,0.12280701754386,0.087719298245614,0.315789473684211,0.157894736842105,0.087719298245614,0.0175438596491228,0.0701754385964912,0.0526315789473684,0.0175438596491228,0.105263157894737,0.0526315789473684,0.175438596491228,0.157894736842105,0.175438596491228,0.0350877192982456,0.0175438596491228,0.0701754385964912,0.578947368421053,0.0526315789473684,0.0175438596491228,0.087719298245614,0.12280701754386,0.263157894736842,0.105263157894737,0.140350877192982,0.228070175438596,0.245614035087719,0.929824561403509,0.0526315789473684,0.0350877192982456,0.964912280701754,0.263157894736842,0.0350877192982456,0.245614035087719,0.298245614035088,0.157894736842105,0.350877192982456,0.350877192982456,0.140350877192982,0.0526315789473684,0,0.0175438596491228,0.157894736842105,0.157894736842105,0.087719298245614,0.0526315789473684,0.140350877192982,0.403508771929825,0.228070175438596,0.0350877192982456
"1021_0","MRW0205","MRW0205_2016_8_3",1021,0,51,0.0784313725490196,0.156862745098039,0.294117647058824,0.352941176470588,0.0784313725490196,0.0196078431372549,0.0392156862745098,0.0980392156862745,0.117647058823529,0.254901960784314,0.0588235294117647,0.117647058823529,0.0784313725490196,0.352941176470588,0.176470588235294,0.0784313725490196,0.0196078431372549,0.0784313725490196,0.0392156862745098,0.0784313725490196,0.117647058823529,0.0196078431372549,0.235294117647059,0.137254901960784,0.176470588235294,0.0588235294117647,0,0.0980392156862745,0.607843137254902,0.0784313725490196,0,0.0980392156862745,0.254901960784314,0.215686274509804,0.0980392156862745,0.254901960784314,0.156862745098039,0.352941176470588,0.92156862745098,0.0588235294117647,0.0196078431372549,0.980392156862745,0.176470588235294,0.0392156862745098,0.176470588235294,0.392156862745098,0.215686274509804,0.313725490196078,0.372549019607843,0.156862745098039,0.0588235294117647,0,0.0196078431372549,0.0588235294117647,0.196078431372549,0.156862745098039,0.0392156862745098,0.0588235294117647,0.529411764705882,0.137254901960784,0.0392156862745098
