"SAMPLEID","StationCode","SiteDate","PerSampID","RepNum","sampletotals","BC_1.pa","BC_2.pa","BC_3.pa","BC_4.pa","BC_5.pa","TROPHIC_1.pa","TROPHIC_2.pa","TROPHIC_3.pa","TROPHIC_4.pa","TROPHIC_5.pa","TROPHIC_6.pa","TROPHIC_7.pa","SAP_1.pa","SAP_2.pa","SAP_3.pa","SAP_4.pa","SAP_5.pa","PT_1.pa","PT_2.pa","PT_3.pa","PT_4.pa","PT_5.pa","O_1.pa","O_2.pa","O_3.pa","O_4.pa","O_5.pa","SALINITY_1.pa","SALINITY_2.pa","SALINITY_3.pa","SALINITY_4.pa","Bahls_1.pa","Bahls_2.pa","Bahls_3.pa","LOW_P.pa","HIGH_P.pa","LOW_N.pa","HIGH_N.pa","BENTHIC_HABIT.pa","SESTONIC_HABIT.pa","N_FIXER.pa","NON_N_FIXER.pa","NON_MOTILE.pa","WEAKLY_MOTILE.pa","SLIGHTLY_MOTILE.pa","MODERATELY_MOTILE.pa","HIGHLY_MOTILE.pa","VERY_SMALL.pa","SMALL.pa","MEDIUM.pa","BIG.pa","VERY_BIG.pa","ACHNANTHIDIUM.pa","ACHNANTHIDIAE.pa","BACILLARIACEAE.pa","NAVICULA.pa","STALKED.pa","ADNATE.pa","HIGHLY_MOTILE.1.pa","ARAPHID.pa","CENTRIC.pa"
"1008_0","SR0084","SR0084_2016_9_14",1008,0,1,0.0132450331125828,0.359271523178808,0.324503311258278,0.19205298013245,0.0496688741721854,0.00496688741721854,0.0413907284768212,0.0298013245033113,0.102649006622517,0.425496688741722,0.0231788079470199,0.127483443708609,0.0596026490066225,0.604304635761589,0.109271523178808,0.0413907284768212,0.00993377483443709,0.0298013245033113,0.0711920529801325,0.00496688741721854,0.183774834437086,0.0132450331125828,0.193708609271523,0.389072847682119,0.170529801324503,0.00827814569536424,0.00496688741721854,0.0463576158940397,0.758278145695364,0.0645695364238411,0,0.0380794701986755,0.185430463576159,0.437086092715232,0.0960264900662252,0.150662251655629,0.346026490066225,0.251655629139073,0.985099337748344,0.0115894039735099,0.206953642384106,0.793046357615894,0.132450331125828,0.0662251655629139,0.175496688741722,0.339403973509934,0.286423841059603,0.21523178807947,0.397350993377483,0.243377483443709,0.0115894039735099,0,0.0612582781456954,0.0827814569536424,0.286423841059603,0.0562913907284768,0.033112582781457,0.190397350993377,0.591059602649007,0.122516556291391,0.00993377483443709
"1009_0","SR0085","SR0085_2016_9_14",1009,0,1,0.0366666666666667,0.251666666666667,0.336666666666667,0.265,0.0783333333333333,0.00833333333333333,0.0433333333333333,0.0366666666666667,0.176666666666667,0.316666666666667,0.045,0.12,0.0633333333333333,0.578333333333333,0.151666666666667,0.0616666666666667,0.0283333333333333,0.0566666666666667,0.0916666666666667,0.0183333333333333,0.175,0.035,0.195,0.403333333333333,0.176666666666667,0.02,0.00333333333333333,0.055,0.8,0.0183333333333333,0.00333333333333333,0.0666666666666667,0.26,0.416666666666667,0.101666666666667,0.17,0.273333333333333,0.29,0.985,0.015,0.12,0.88,0.116666666666667,0.0633333333333333,0.118333333333333,0.261666666666667,0.44,0.176666666666667,0.413333333333333,0.173333333333333,0.0266666666666667,0,0.0533333333333333,0.0783333333333333,0.436666666666667,0.05,0.0433333333333333,0.116666666666667,0.646666666666667,0.101666666666667,0.015
"1010_0","WB0461","WB0461_2016_9_15",1010,0,1,0.00495867768595041,0.381818181818182,0.330578512396694,0.247933884297521,0.0198347107438017,0.00165289256198347,0,0.00991735537190083,0.0380165289256198,0.135537190082645,0.00661157024793388,0.35702479338843,0.00330578512396694,0.436363636363636,0.2,0.0165289256198347,0.00495867768595041,0.00661157024793388,0.145454545454545,0.00330578512396694,0.304132231404959,0.0132231404958678,0.261157024793388,0.0710743801652893,0.241322314049587,0.00330578512396694,0,0.00165289256198347,0.60495867768595,0,0,0.00991735537190083,0.234710743801653,0.330578512396694,0.271074380165289,0.0909090909090909,0.411570247933884,0.209917355371901,0.990082644628099,0.00991735537190083,0.0132231404958678,0.986776859504132,0.127272727272727,0.0578512396694215,0.251239669421488,0.466115702479339,0.0975206611570248,0.274380165289256,0.363636363636364,0.125619834710744,0.00991735537190083,0,0.223140495867769,0.244628099173554,0.0975206611570248,0.168595041322314,0.0462809917355372,0.292561983471074,0.295867768595041,0.117355371900826,0.00991735537190083
"1011_0","WB0464","WB0464_2016_10_3",1011,0,1,0.0166666666666667,0.095,0.316666666666667,0.486666666666667,0.0683333333333333,0,0.005,0.0133333333333333,0.0683333333333333,0.703333333333333,0.0466666666666667,0.0533333333333333,0.0316666666666667,0.616666666666667,0.163333333333333,0.0383333333333333,0.0166666666666667,0.04,0.0483333333333333,0.00833333333333333,0.46,0.005,0.0583333333333333,0.555,0.123333333333333,0.015,0.00166666666666667,0.0233333333333333,0.588333333333333,0.241666666666667,0.00333333333333333,0.04,0.123333333333333,0.355,0.0316666666666667,0.32,0.085,0.633333333333333,0.901666666666667,0.0983333333333333,0.0633333333333333,0.936666666666667,0.155,0.04,0.443333333333333,0.22,0.141666666666667,0.246666666666667,0.495,0.196666666666667,0.025,0,0.0166666666666667,0.0483333333333333,0.133333333333333,0.0916666666666667,0.163333333333333,0.28,0.298333333333333,0.0566666666666667,0.0983333333333333
"1012_0","MRW0208","MRW0208_2016_10_12",1012,0,1,0.00825082508250825,0.318481848184819,0.32013201320132,0.3003300330033,0.033003300330033,0,0.0033003300330033,0.0165016501650165,0.191419141914191,0.313531353135314,0.0132013201320132,0.107260726072607,0.0742574257425743,0.491749174917492,0.0610561056105611,0.0181518151815182,0.0115511551155116,0.0198019801980198,0.0379537953795379,0,0.272277227722772,0.0132013201320132,0.171617161716172,0.221122112211221,0.174917491749175,0.0099009900990099,0.0066006600660066,0.0165016501650165,0.575907590759076,0.066006600660066,0.00165016501650165,0.0214521452145215,0.0759075907590759,0.275577557755776,0.0940594059405941,0.174917491749175,0.181518151815182,0.323432343234323,0.988448844884488,0.00825082508250825,0.0313531353135314,0.968646864686469,0.386138613861386,0.12046204620462,0.163366336633663,0.156765676567657,0.173267326732673,0.255775577557756,0.600660066006601,0.0907590759075908,0.0214521452145215,0,0.0429042904290429,0.070957095709571,0.171617161716172,0.0957095709570957,0.0214521452145215,0.216171617161716,0.346534653465347,0.377887788778878,0.00825082508250825
"1013_0","MRW0207","MRW0207_2016_10_13",1013,0,1,0.0232945091514143,0.133111480865225,0.637271214642263,0.133111480865225,0.021630615640599,0.00166389351081531,0.00998336106489185,0.0116472545757072,0.209650582362729,0.361064891846922,0.00166389351081531,0.299500831946755,0.116472545757072,0.688851913477537,0.119800332778702,0.00831946755407654,0,0.00166389351081531,0.043261231281198,0,0.43261231281198,0.0282861896838602,0.477537437603993,0.13477537437604,0.239600665557404,0.00332778702163062,0,0.00166389351081531,0.885191347753744,0.101497504159734,0,0.00166389351081531,0.0765391014975042,0.321131447587354,0.207986688851913,0.219633943427621,0.381031613976705,0.357737104825291,0.998336106489185,0.00166389351081531,0.00332778702163062,0.996672212978369,0.362728785357737,0.18801996672213,0.251247920133111,0.131447587354409,0.0665557404326123,0.524126455906822,0.40765391014975,0.0266222961730449,0.0366056572379368,0,0.13477537437604,0.171381031613977,0.0632279534109817,0.0898502495840266,0.00998336106489185,0.405990016638935,0.169717138103161,0.361064891846922,0.00166389351081531
"1014_0","WB0473","WB0473_2016_7_13",1014,0,1,0.0132450331125828,0.112582781456954,0.490066225165563,0.302980132450331,0.0612582781456954,0.0115894039735099,0,0.175496688741722,0.125827814569536,0.346026490066225,0.0397350993377483,0.178807947019868,0.0529801324503311,0.54635761589404,0.221854304635762,0.0397350993377483,0.0165562913907285,0.0480132450331126,0.043046357615894,0.00827814569536424,0.283112582781457,0.172185430463576,0.372516556291391,0.0943708609271523,0.375827814569536,0.0115894039735099,0.00165562913907285,0.0165562913907285,0.837748344370861,0.0728476821192053,0.0132450331125828,0.0645695364238411,0.155629139072848,0.379139072847682,0.245033112582781,0.258278145695364,0.311258278145695,0.301324503311258,0.986754966887417,0.0132450331125828,0.00165562913907285,0.998344370860927,0.110927152317881,0.336092715231788,0.135761589403974,0.293046357615894,0.124172185430464,0.20364238410596,0.521523178807947,0.216887417218543,0.0182119205298013,0,0.0513245033112583,0.076158940397351,0.115894039735099,0.187086092715232,0.0149006622516556,0.256622516556291,0.529801324503311,0.0960264900662252,0.0132450331125828
"1015_0","WB0475","WB0475_2016_7_14",1015,0,1,0.0507364975450082,0.271685761047463,0.235679214402619,0.317512274959083,0.114566284779051,0.0114566284779051,0.0376432078559738,0.00818330605564648,0.214402618657938,0.450081833060556,0.0474631751227496,0.0851063829787234,0.0769230769230769,0.482815057283142,0.166939443535188,0.101472995090016,0.00490998363338789,0.0540098199672668,0.0834697217675941,0,0.0932896890343699,0.0130932896890344,0.194762684124386,0.366612111292962,0.191489361702128,0.00654664484451719,0.0229132569558101,0.0376432078559738,0.795417348608838,0.0867430441898527,0,0.0621931260229133,0.212765957446809,0.320785597381342,0.0360065466448445,0.168576104746318,0.248772504091653,0.23240589198036,0.970540098199673,0.0294599018003273,0.198036006546645,0.801963993453355,0.198036006546645,0.0507364975450082,0.140752864157119,0.399345335515548,0.211129296235679,0.2569558101473,0.360065466448445,0.286415711947627,0.060556464811784,0.0016366612111293,0.00981996726677578,0.0523731587561375,0.23240589198036,0.129296235679214,0.0425531914893617,0.0916530278232406,0.594108019639935,0.166939443535188,0.0294599018003273
"1016_0","WB0481","WB0481_2016_7_25",1016,0,1,0.0116086235489221,0.0961857379767828,0.525704809286899,0.247097844112769,0.116086235489221,0.0066334991708126,0.0033167495854063,0.0315091210613599,0.107794361525705,0.575456053067993,0.087893864013267,0.0928689883913765,0.0033167495854063,0.625207296849088,0.162520729684909,0.0530679933665008,0.0729684908789386,0.107794361525705,0.0514096185737977,0.0116086235489221,0.474295190713101,0.0348258706467662,0.116086235489221,0.131011608623549,0.487562189054726,0.0431177446102819,0.00497512437810945,0.0132669983416252,0.845771144278607,0.0679933665008292,0.0066334991708126,0.114427860696517,0.162520729684909,0.164179104477612,0.0514096185737977,0.565505804311774,0.12106135986733,0.666666666666667,0.986733001658375,0.0116086235489221,0.0165837479270315,0.981757877280265,0.126036484245439,0.384742951907131,0.0895522388059701,0.237147595356551,0.162520729684909,0.129353233830846,0.658374792703151,0.160862354892206,0.0348258706467662,0,0.0182421227197347,0.0381426202321725,0.132669983416252,0.154228855721393,0.033167495854063,0.434494195688226,0.346600331674959,0.117744610281924,0.00829187396351575
"1017_0","WB0470","WB0470_2016_7_26",1017,0,1,0.0410509031198686,0.0935960591133005,0.371100164203612,0.231527093596059,0.257799671592775,0,0.0394088669950739,0.0361247947454844,0.0213464696223317,0.619047619047619,0.0558292282430213,0.0361247947454844,0.0180623973727422,0.435139573070608,0.243021346469622,0.0509031198686371,0.0246305418719212,0.0541871921182266,0.0213464696223317,0,0.320197044334975,0.0229885057471264,0.0492610837438424,0.139573070607553,0.277504105090312,0.0147783251231527,0,0.0377668308702791,0.559934318555008,0.241379310344828,0.00492610837438424,0.0541871921182266,0.0640394088669951,0.205254515599343,0.0426929392446634,0.541871921182266,0.0821018062397373,0.665024630541872,1,0,0.0361247947454844,0.963875205254516,0.0591133004926108,0.25615763546798,0.141215106732348,0.254515599343186,0.288998357963875,0.318555008210181,0.517241379310345,0.134646962233169,0.00821018062397373,0,0.0147783251231527,0.0640394088669951,0.264367816091954,0.0804597701149425,0.083743842364532,0.282430213464696,0.492610837438424,0.0591133004926108,0
"1018_0","WB0479","WB0479_2016_7_27",1018,0,1,0.0529801324503311,0.566225165562914,0.211920529801325,0.135761589403974,0.0115894039735099,0,0.0198675496688742,0,0.167218543046358,0.377483443708609,0.0033112582781457,0.0380794701986755,0.0695364238410596,0.483443708609271,0.0182119205298013,0.0165562913907285,0.0033112582781457,0.00496688741721854,0.00496688741721854,0.0033112582781457,0.115894039735099,0.0264900662251656,0.167218543046358,0.354304635761589,0.0496688741721854,0.00165562913907285,0.0033112582781457,0.0314569536423841,0.567880794701987,0.0695364238410596,0,0.00496688741721854,0.0132450331125828,0.339403973509934,0.00827814569536424,0.0496688741721854,0.288079470198676,0.139072847682119,0.985099337748344,0.0033112582781457,0.256622516556291,0.743377483443709,0.475165562913907,0.0298013245033113,0.158940397350993,0.306291390728477,0.0298013245033113,0.283112582781457,0.403973509933775,0.271523178807947,0.0132450331125828,0,0,0.0413907284768212,0.0298013245033113,0.0033112582781457,0.021523178807947,0.0860927152317881,0.369205298013245,0.471854304635762,0.0033112582781457
"1019_0","WB0467","WB0467_2016_8_1",1019,0,1,0.0463576158940397,0.185430463576159,0.455298013245033,0.147350993377483,0.160596026490066,0.00496688741721854,0.0298013245033113,0.177152317880795,0.0413907284768212,0.254966887417219,0.132450331125828,0.119205298013245,0.043046357615894,0.468543046357616,0.0728476821192053,0.139072847682119,0.0231788079470199,0.135761589403974,0.033112582781457,0.0033112582781457,0.19205298013245,0.160596026490066,0.251655629139073,0.142384105960265,0.241721854304636,0.00662251655629139,0.00496688741721854,0.0562913907284768,0.711920529801324,0.033112582781457,0.00165562913907285,0.137417218543046,0.0960264900662252,0.231788079470199,0.177152317880795,0.344370860927152,0.223509933774834,0.423841059602649,0.981788079470199,0.00662251655629139,0.0198675496688742,0.980132450331126,0.0877483443708609,0.339403973509934,0.198675496688742,0.293046357615894,0.0811258278145695,0.259933774834437,0.539735099337748,0.16887417218543,0.0149006622516556,0,0.0182119205298013,0.0711920529801325,0.076158940397351,0.0728476821192053,0.127483443708609,0.221854304635762,0.407284768211921,0.0811258278145695,0.00662251655629139
"1020_0","WB0476","WB0476_2016_8_2",1020,0,1,0.0764119601328904,0.270764119601329,0.308970099667774,0.264119601328904,0.0664451827242525,0.0132890365448505,0.0398671096345515,0.00498338870431894,0.147840531561462,0.435215946843854,0.0415282392026578,0.177740863787375,0.0548172757475083,0.546511627906977,0.1578073089701,0.0498338870431894,0.0166112956810631,0.0431893687707641,0.122923588039867,0.00332225913621262,0.117940199335548,0.0132890365448505,0.247508305647841,0.295681063122924,0.177740863787375,0.00498338870431894,0.00166112956810631,0.053156146179402,0.803986710963455,0.0299003322259136,0,0.0465116279069767,0.194352159468439,0.353820598006645,0.116279069767442,0.0913621262458472,0.378737541528239,0.196013289036545,0.995016611295681,0.00332225913621262,0.215946843853821,0.784053156146179,0.176079734219269,0.0182724252491694,0.222591362126246,0.401993355481728,0.181063122923588,0.335548172757475,0.358803986710963,0.255813953488372,0.0332225913621262,0,0.0780730897009967,0.151162790697674,0.177740863787375,0.0730897009966777,0.0714285714285714,0.164451827242525,0.521594684385382,0.172757475083056,0.00332225913621262
"1020_1","WB0476","WB0476_2016_8_2_Rep",1020,1,1,0.0549084858569052,0.352745424292845,0.221297836938436,0.291181364392679,0.0748752079866889,0.00332778702163062,0.021630615640599,0.00499168053244592,0.121464226289517,0.585690515806988,0.0299500831946755,0.10648918469218,0.0482529118136439,0.547420965058236,0.196339434276206,0.0499168053244592,0.0149750415973378,0.0382695507487521,0.143094841930116,0.00998336106489185,0.0698835274542429,0.00998336106489185,0.151414309484193,0.37603993344426,0.204658901830283,0.00831946755407654,0.00332778702163062,0.0249584026622296,0.823627287853577,0.0349417637271215,0.00166389351081531,0.0399334442595674,0.183028286189684,0.434276206322795,0.0499168053244592,0.0931780366056572,0.405990016638935,0.201331114808652,0.983361064891847,0.00831946755407654,0.302828618968386,0.697171381031614,0.18801996672213,0.0183028286189684,0.129783693843594,0.46089850249584,0.202995008319468,0.271214642262895,0.361064891846922,0.324459234608985,0.0232945091514143,0,0.0199667221297837,0.0848585690515807,0.202995008319468,0.0266222961730449,0.0665557404326123,0.0998336106489185,0.597337770382696,0.181364392678869,0.00665557404326123
